total_area_sqft,property_type,sector,plot_area_missing,bathrooms,society,area_per_bedroom,servant_room,bedrooms,furnishing_type,balcony,facing,luxury_category,age_possession,pooja_room,price_in_cr
1578.0,Flat,sector 69,1,3,tulip violet,526.0,0,3,Unfurnished,2,west,Budget,Relatively New,1,2.42
7400.0,Independent House,sector 112,1,6,Experion Windchants,1480.0,1,5,Semi-Furnished,3,north-east,Luxury,New Property,0,14.49
4000.0,Independent House,sector 48,1,5,Vipul Tatvam Villa,1000.0,1,4,Semi-Furnished,2,north,Luxury,Moderately Old,0,11.5
2745.0,Independent House,sector 25,0,5,DLF City Plots Phase 2,457.5,1,6,Unfurnished,2,north-east,Budget,Old Property,1,12.0
2430.0,Independent Builder Floor,sector 23,1,3,"Sector 23, Gurgaon",810.0,0,3,Unfurnished,2,east,Budget,Relatively New,1,2.9
1978.0,Independent Builder Floor,sector 92,1,5,DLF Garden City Floors,494.5,1,4,Semi-Furnished,3,west,Semi-Luxury,Relatively New,0,3.85
2595.0,Flat,sector 59,1,3,conscient elevate,865.0,1,3,Semi-Furnished,2,east,Budget,New Property,0,6.3
1590.0,Flat,sector 109,1,3,chintels serenity,530.0,0,3,Unfurnished,3+,south-west,Luxury,Relatively New,1,2.3
2400.0,Flat,sector 47,1,3,45 pragati hills,800.0,1,3,Furnished,3,south,Budget,Old Property,0,2.7
3600.0,Independent House,sector 7,1,5,"Sector 7, Gurgaon",900.0,0,4,Unfurnished,2,north-east,Semi-Luxury,Old Property,0,8.25
1467.0,Independent Builder Floor,sector 35,1,3,"Sector-35 Sohna, Gurgaon",489.0,0,3,Semi-Furnished,3,east,Luxury,New Property,1,1.62
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Unfurnished,2,not available,Budget,Moderately Old,0,2.3
3395.0,Flat,sector 59,1,4,conscient elevate,848.75,1,4,Unfurnished,3,east,Budget,New Property,0,8.5
1512.0,Flat,sector 70,1,2,m3m escala,756.0,1,2,Furnished,2,north-east,Semi-Luxury,Moderately Old,0,2.1
2700.0,Independent House,sector 43,0,9,"Sushant lok 1 kothi ,sushant lok 1",300.0,1,9,Semi-Furnished,3+,south-east,Luxury,Moderately Old,1,13.0
3762.0,Independent House,sector 57,0,8,"Sushant Lok Phase 3, Gurgaon",537.4285714285714,1,7,Furnished,3+,south-west,Luxury,Moderately Old,1,12.15
1910.0,Flat,sector 89,1,3,greenopolis,636.6666666666666,1,3,Unfurnished,3,east,Luxury,Relatively New,0,1.57
2015.0,Flat,sector 79,1,3,bestech altura,671.6666666666666,0,3,Unfurnished,2,east,Budget,New Property,0,2.46
1250.0,Flat,sector 33,1,2,eldeco accolade,625.0,1,2,Unfurnished,1,east,Budget,Relatively New,1,1.25
2450.0,Flat,sector 37,1,4,bptp park serene,612.5,1,4,Unfurnished,3+,east,Luxury,Relatively New,0,2.7
1359.0,Flat,sector 104,1,2,hero homes,453.0,0,3,Unfurnished,2,north-east,Budget,New Property,0,1.91
1900.0,Flat,sector 83,1,4,emaar palm gardens,633.3333333333334,1,3,Unfurnished,3,north,Luxury,Relatively New,0,2.55
2950.0,Flat,sector 111,1,5,puri diplomatic greens,737.5,1,4,Unfurnished,3+,north-east,Semi-Luxury,Old Property,0,4.6
1712.0,Flat,sector 61,1,3,smart world orchard,570.6666666666666,0,3,Unfurnished,2,east,Semi-Luxury,New Property,0,2.75
1296.0,Flat,sector 67,1,2,ireo the corridors,648.0,0,2,Unfurnished,2,north,Budget,Relatively New,0,2.25
2278.0,Independent Builder Floor,sector 1,1,4,"Palam Vihar, Gurgaon",569.5,1,4,Unfurnished,2,north-east,Budget,New Property,1,3.2
2350.0,Flat,sector 70,1,4,aipl the peaceful homes,783.3333333333334,1,3,Furnished,3,east,Semi-Luxury,Moderately Old,0,4.0
1449.0,Independent House,sector 47,0,6,sector 47,241.5,0,6,Unfurnished,3,north-east,Luxury,Relatively New,0,5.15
1760.0,Independent House,sector 106,0,3,Paras Dews,586.6666666666666,1,3,Unfurnished,3,east,Luxury,Relatively New,0,1.95
1450.0,Independent Builder Floor,sector 93,1,3,DLF Gardencity Enclave,483.3333333333333,0,3,Semi-Furnished,2,east,Luxury,New Property,1,1.92
2800.0,Independent House,sector 24,0,11,"DLF Phase 3, Gurgaon",254.54545454545453,0,11,Unfurnished,3+,north,Budget,New Property,0,3.25
1790.0,Flat,sector 82,1,4,mapsko royale ville,596.6666666666666,1,3,Unfurnished,2,south-east,Semi-Luxury,Moderately Old,0,1.86
1845.0,Flat,sector 35,1,3,silverglades the melia,615.0,1,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,1.8
2408.0,Flat,sector 85,1,4,ss the leaf,802.6666666666666,1,3,Unfurnished,3,east,Luxury,Relatively New,0,2.77
1558.0,Independent House,sector 15,1,1,"Friends Colony, Gurgaon",1558.0,0,1,Unfurnished,0,not available,Budget,Old Property,0,3.1
1400.0,Independent House,sector 28,1,5,"Saraswati Vihar, Gurgaon",200.0,0,7,Unfurnished,0,not available,Budget,Moderately Old,0,2.5
456.0,Flat,sector 33,1,1,central park flower valley aqua front towers,456.0,0,1,Furnished,1,north,Luxury,New Property,0,1.5
1838.0,Flat,sector 108,1,3,raheja vedaanta,612.6666666666666,0,3,Unfurnished,2,north-east,Budget,Relatively New,0,1.62
4518.0,Independent Builder Floor,sector 45,1,5,"Greenwood City, Gurgaon",1129.5,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,6.2
2217.0,Flat,sector 113,1,3,la vida by tata housing,739.0,1,3,Unfurnished,3,east,Budget,New Property,0,3.2
1360.0,Flat,sector 81,1,2,bestech park view ananda,680.0,0,2,Unfurnished,3,east,Budget,Moderately Old,0,1.52
2727.0,Independent House,sector 1,0,5,Ansals Palam Vihar,545.4,1,5,Unfurnished,2,north,Luxury,Old Property,0,5.55
1020.0,Flat,sector 65,1,2,emaar emerald hills,510.0,0,2,Semi-Furnished,3,east,Luxury,Relatively New,0,2.6
1710.0,Independent House,sector 49,0,3,Eros Rosewood City,570.0,0,3,Unfurnished,2,east,Semi-Luxury,Moderately Old,1,5.25
2535.0,Flat,sector 82,1,5,mapsko casa bella,633.75,1,4,Unfurnished,3+,south-west,Budget,Relatively New,0,2.75
3240.0,Independent House,sector 28,0,6,"DLF Phase 4, Gurgaon",648.0,1,5,Semi-Furnished,3+,east,Luxury,Moderately Old,1,12.5
1898.0,Flat,sector 102,1,3,adani m2k oyster grande,632.6666666666666,1,3,Unfurnished,3,east,Semi-Luxury,Relatively New,0,2.6
2700.0,Independent Builder Floor,sector 57,1,4,"Sector 57, Gurgaon",675.0,1,4,Semi-Furnished,2,north,Budget,New Property,1,3.15
680.0,Independent House,sector 3,0,3,"Laxman Vihar Phase 2, Gurgaon",226.66666666666666,0,3,Unfurnished,1,east,Budget,New Property,0,0.75
1485.0,Flat,sector 67,1,3,ireo the corridors,742.5,0,2,Furnished,3,north,Semi-Luxury,New Property,0,2.3
1500.0,Independent Builder Floor,sector 26,1,3,"DLF Phase 1, Gurgaon",500.0,1,3,Semi-Furnished,2,north-east,Semi-Luxury,Relatively New,0,3.1
1689.0,Flat,sector 104,1,3,hero homes,563.0,0,3,Semi-Furnished,3,north-east,Budget,New Property,1,2.35
6498.0,Independent House,sector 57,0,8,Satya The Legend,1299.6,1,5,Furnished,3+,north-east,Luxury,Relatively New,1,16.5
2800.0,Independent Builder Floor,sector 84,1,4,SS Linden Floors,700.0,1,4,Unfurnished,3+,east,Semi-Luxury,New Property,0,3.0
2410.0,Flat,sector 66,1,5,emaar mgf palm terraces select,602.5,1,4,Semi-Furnished,3+,not available,Luxury,Relatively New,1,4.1
2370.0,Flat,sector 47,1,4,millenium apartment,592.5,0,4,Unfurnished,3,east,Semi-Luxury,Old Property,1,2.75
2723.0,Independent House,sector 57,0,4,Huda Flats,544.6,0,5,Unfurnished,0,not available,Budget,Moderately Old,0,2.5
969.0,Independent Builder Floor,sector 89,1,2,Smart World Gems,484.5,1,2,Unfurnished,2,north,Budget,New Property,0,1.35
1859.0,Flat,sector 49,1,4,bestech park view city 2,619.6666666666666,1,3,Furnished,3+,north-east,Budget,Relatively New,0,3.02
1910.0,Flat,sector 89,1,3,greenopolis,636.6666666666666,1,3,Furnished,3,east,Semi-Luxury,Relatively New,0,1.59
4337.0,Flat,sector 62,1,5,pioneer urban presidia,867.4,1,5,Unfurnished,2,not available,Semi-Luxury,Moderately Old,0,10.75
5400.0,Independent House,sector 109,0,4,International City by SOBHA Phase 2,1350.0,1,4,Unfurnished,2,north-east,Luxury,Relatively New,0,8.5
2367.0,Independent House,sector 17,0,8,"Sector 17B, Gurgaon",338.14285714285717,1,7,Semi-Furnished,3+,south-east,Luxury,Old Property,1,6.57
1954.0,Flat,sector 110,1,4,mahindra aura,651.3333333333334,1,3,Unfurnished,3+,north-east,Budget,Relatively New,0,2.75
5320.0,Flat,sector 82,1,6,mapsko royale ville,1064.0,1,5,Unfurnished,3+,west,Semi-Luxury,Relatively New,1,4.95
3500.0,Independent Builder Floor,sector 49,1,4,Private Builder Floor,875.0,1,4,Semi-Furnished,2,north-east,Luxury,New Property,0,3.9
2290.0,Flat,sector 104,1,4,ats triumph,763.3333333333334,0,3,Unfurnished,3+,east,Luxury,Relatively New,0,2.65
4992.0,Flat,sector 65,1,5,m3m golfestate,998.4,1,5,Furnished,3+,north,Luxury,Relatively New,1,12.5
1449.0,Independent House,sector 46,0,6,"Sector 46, Gurgaon",241.5,0,6,Unfurnished,2,north-west,Semi-Luxury,Relatively New,0,5.6
2844.0,Independent House,sector 24,0,5,"V Block DLF Phase 3, Gurgaon",711.0,1,4,Unfurnished,3+,north-east,Luxury,Moderately Old,1,9.5
1449.0,Independent House,sector 5,0,4,"Sector 5, Gurgaon",362.25,0,4,Unfurnished,2,south-west,Budget,Old Property,1,3.5
1099.0,Flat,sector 104,1,2,hero homes,549.5,0,2,Unfurnished,2,not available,Budget,Relatively New,0,1.65
2250.0,Independent Builder Floor,sector 67,1,3,Ansal API Esencia,750.0,0,3,Semi-Furnished,2,north,Budget,New Property,1,2.6
700.0,Flat,sector 93,1,2,signature global orchard avenue 2,350.0,0,2,Unfurnished,3,north,Budget,New Property,0,0.68
3150.0,Independent House,sector 66,0,6,Emaar MGF Marbella,630.0,1,5,Semi-Furnished,2,south-east,Luxury,Relatively New,1,18.0
2700.0,Independent House,sector 25,0,9,Basement Plus 3 Floors,300.0,1,9,Semi-Furnished,3+,south-west,Semi-Luxury,Old Property,0,12.5
3434.0,Flat,sector 84,1,4,alpha corp gurgaonone 84,858.5,1,4,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,3.62
1494.0,Independent Builder Floor,sector 89,1,3,Smart World Gems,498.0,0,3,Unfurnished,3,north-west,Luxury,Relatively New,0,1.62
2400.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,600.0,1,4,Semi-Furnished,2,east,Luxury,New Property,1,2.68
2475.0,Flat,sector 92,1,5,bestech park view sanskruti,618.75,1,4,Unfurnished,3,north-east,Budget,Relatively New,0,2.84
2691.0,Independent House,sector 43,0,4,executive villas lane,448.5,0,6,Unfurnished,2,south,Semi-Luxury,Old Property,0,16.0
2700.0,Independent Builder Floor,sector 57,1,4,Independent Floor by Vibrant Builders,675.0,1,4,Semi-Furnished,2,north,Budget,New Property,1,3.45
2150.0,Flat,sector 89,1,4,ats marigold,716.6666666666666,1,3,Unfurnished,3+,south-east,Semi-Luxury,New Property,0,2.45
1814.0,Flat,sector 37,1,3,bptp park serene,604.6666666666666,0,3,Unfurnished,3+,south,Budget,Relatively New,0,2.05
1355.0,Flat,sector 83,1,2,vatika city homes,677.5,0,2,Unfurnished,1,east,Budget,Moderately Old,0,1.25
2250.0,Independent House,sector 4,0,6,"Sector 4, Gurgaon",375.0,0,6,Unfurnished,2,north-east,Semi-Luxury,Moderately Old,1,4.5
594.0,Independent House,sector 1,0,3,"B Block Pocket B Palam Vihar, Gurgaon",297.0,0,2,Unfurnished,3,not available,Budget,Moderately Old,0,1.65
4230.0,Independent House,sector 50,0,5,SS Hibiscus,1057.5,1,4,Semi-Furnished,3,east,Luxury,Moderately Old,1,17.0
3065.0,Flat,sector 54,1,4,dlf the belaire,766.25,1,4,Semi-Furnished,3+,east,Semi-Luxury,Old Property,0,11.55
2025.0,Flat,sector 102,1,4,emaar imperial gardens,675.0,1,3,Unfurnished,3+,east,Luxury,Relatively New,0,2.38
648.0,Independent House,sector 10,0,3,"Sector 10A, Gurgaon",216.0,0,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,1.5
1828.0,Flat,sector 65,1,3,m3m heights,609.3333333333334,0,3,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,0,3.38
2700.0,Independent House,sector 57,0,4,Ansal Florence Super,675.0,0,4,Unfurnished,3,east,Budget,Old Property,0,9.5
1600.0,Flat,sector 65,1,3,emaar mgf emerald floors premier,533.3333333333334,0,3,Unfurnished,2,north,Luxury,Moderately Old,0,3.01
2200.0,Independent Builder Floor,sector 41,1,5,"South City 1, Gurgaon",550.0,0,4,Semi-Furnished,2,north-east,Luxury,New Property,1,3.99
2700.0,Independent Builder Floor,sector 57,1,4,Ansal Homes,675.0,1,4,Semi-Furnished,2,east,Semi-Luxury,Relatively New,1,3.25
1935.0,Independent House,sector 25,0,4,"Block M DLF phase 2, Gurgaon",483.75,1,4,Unfurnished,3+,south,Budget,Old Property,0,8.75
3825.0,Independent House,sector 28,0,6,Garden Villas,765.0,1,5,Semi-Furnished,3+,north,Luxury,Relatively New,1,18.25
4175.0,Flat,sector 28,1,6,suncity platinum towers,1043.75,1,4,Semi-Furnished,3+,north,Luxury,Relatively New,1,15.95
2250.0,Independent House,sector 56,1,4,Kendriya Vihar,750.0,1,3,Semi-Furnished,3+,north,Luxury,Old Property,0,3.55
2844.0,Independent Builder Floor,sector 26,1,4,DLF City Phase 1,711.0,1,4,Semi-Furnished,3+,east,Budget,New Property,0,3.7
1099.0,Flat,sector 104,1,2,hero homes,549.5,0,2,Unfurnished,2,north-east,Semi-Luxury,New Property,0,1.62
1457.0,Flat,sector 33,1,2,eldeco acclaim,728.5,0,2,Unfurnished,3,east,Semi-Luxury,Relatively New,0,1.5
3762.0,Independent House,sector 43,0,4,Whispering Meadows,235.125,1,16,Unfurnished,3+,not available,Budget,Relatively New,0,25.0
1920.0,Independent House,sector 7,0,4,"Sector 7, Gurgaon",320.0,1,6,Furnished,2,east,Luxury,Moderately Old,1,4.3
2002.0,Flat,sector 106,1,3,godrej meridien,667.3333333333334,1,3,Unfurnished,3,east,Budget,New Property,0,3.2
3240.0,Independent House,sector 1,0,8,Ansals Palam Vihar,405.0,1,8,Semi-Furnished,3+,west,Luxury,Moderately Old,1,8.25
1620.0,Independent Builder Floor,sector 93,1,3,DLF Gardencity Enclave,540.0,1,3,Unfurnished,2,east,Luxury,New Property,0,1.95
2072.0,Flat,sector 108,1,3,sobha city,690.6666666666666,0,3,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,1,4.15
2346.0,Flat,sector 30,1,5,unitech uniworld city,782.0,1,3,Semi-Furnished,3+,south,Semi-Luxury,Old Property,0,5.25
1450.0,Flat,sector 77,1,4,emaar mgf palm hills,483.3333333333333,1,3,Unfurnished,3,north-east,Luxury,Relatively New,0,1.8
7000.0,Independent House,sector 72,1,4,Tata Primanti,1750.0,1,4,Furnished,3+,north,Semi-Luxury,New Property,0,12.0
1449.0,Independent House,sector 46,0,3,Sector 46,241.5,1,6,Semi-Furnished,3+,north,Luxury,Moderately Old,1,5.55
2430.0,Independent Builder Floor,sector 43,1,5,"Block C, Sushant Lok Phase 1, Gurgaon",607.5,0,4,Semi-Furnished,2,west,Budget,New Property,0,3.5
1918.0,Flat,sector 84,1,3,spaze privy at4,639.3333333333334,0,3,Unfurnished,3+,north,Budget,Relatively New,1,2.1
1430.0,Flat,sector 82,1,3,mapsko casa bella,476.6666666666667,0,3,Unfurnished,3,north-west,Luxury,Relatively New,1,1.62
1600.0,Independent Builder Floor,sector 28,1,4,"Green Meadows, DLF Phase 4",533.3333333333334,1,3,Semi-Furnished,2,south-west,Semi-Luxury,New Property,1,3.75
1449.0,Independent House,sector 39,0,6,"Sector 39, Gurgaon",241.5,0,6,Unfurnished,2,north-east,Semi-Luxury,Old Property,1,5.0
4518.0,Independent House,sector 39,0,17,"Sector 39, Gurgaon",301.2,0,15,Furnished,3+,not available,Budget,Old Property,0,17.0
972.0,Independent House,sector 5,0,4,trimurti villas,243.0,1,4,Unfurnished,3+,east,Luxury,New Property,1,0.95
1537.0,Flat,sector 37,1,3,piedmont taksila heights,512.3333333333334,0,3,Unfurnished,3,south-west,Semi-Luxury,Moderately Old,0,1.4
4518.0,Independent House,sector 45,0,7,"Greenwood City, Gurgaon",753.0,1,6,Unfurnished,3+,east,Luxury,Relatively New,1,14.85
1650.0,Flat,sector 102,1,3,emaar gurgaon greens,550.0,1,3,Unfurnished,3,north,Semi-Luxury,Moderately Old,0,1.85
2298.0,Flat,sector 63,1,4,dhoot time residency,574.5,1,4,Semi-Furnished,3+,east,Budget,Moderately Old,0,3.75
2430.0,Independent House,sector 109,0,4,International City by Sobha Phase 1,486.0,1,5,Unfurnished,3,west,Semi-Luxury,Relatively New,0,9.25
2177.0,Flat,sector 109,1,4,brisk lumbini terrace homes,725.6666666666666,1,3,Semi-Furnished,3+,north-east,Luxury,Relatively New,1,1.95
2100.0,Flat,sector 81,1,4,dlf the ultima,700.0,1,3,Semi-Furnished,3+,north-east,Luxury,Relatively New,0,3.7
2800.0,Flat,sector 99,1,4,lotus elise,700.0,0,4,Unfurnished,3+,east,Luxury,Relatively New,0,3.08
582.0,Flat,sector 76,1,2,suncity avenue 76,291.0,0,2,Unfurnished,1,east,Budget,Relatively New,0,0.87
2905.0,Flat,sector 72,1,5,tata primanti,726.25,1,4,Furnished,3+,north-east,Luxury,Moderately Old,1,5.3
1955.0,Flat,sector 109,1,4,chintels serenity,651.6666666666666,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,1,2.93
1250.0,Flat,sector 37,1,3,signature global city,416.6666666666667,0,3,Unfurnished,3,not available,Budget,New Property,0,1.65
1850.0,Flat,sector 83,1,3,ss cendana reserve collection,616.6666666666666,0,3,Unfurnished,2,not available,Semi-Luxury,New Property,0,1.9
2200.0,Independent Builder Floor,sector 70,1,3,BPTP Green Oaks,733.3333333333334,1,3,Unfurnished,2,south-east,Luxury,Relatively New,1,2.2
500.0,Independent House,sector 10,0,2,"Sector 10, Gurgaon",250.0,0,2,Unfurnished,1,not available,Budget,Old Property,0,0.65
2162.0,Flat,sector 102,1,4,shapoorji pallonji joyville gurugram,540.5,0,4,Unfurnished,3,east,Budget,Relatively New,0,3.25
1381.0,Flat,sector 108,1,2,sobha city,690.5,0,2,Unfurnished,2,north-east,Luxury,New Property,1,2.6
1330.0,Flat,sector 113,1,2,la vida by tata housing,665.0,0,2,Unfurnished,3,east,Luxury,Relatively New,0,2.0
1836.0,Independent House,sector 45,0,3,"Sector 45, Gurgaon",612.0,0,3,Unfurnished,3,south-east,Budget,New Property,0,2.18
2225.0,Flat,sector 81,1,5,vipul lavanya,556.25,1,4,Semi-Furnished,3,east,Budget,Moderately Old,0,1.8
3763.0,Flat,sector 112,1,5,experion windchants,1254.3333333333333,1,3,Unfurnished,3,west,Semi-Luxury,Relatively New,0,6.3
1381.0,Flat,sector 108,1,2,sobha city,690.5,0,2,Unfurnished,2,north-east,Semi-Luxury,New Property,0,2.68
2160.0,Independent Builder Floor,sector 57,1,3,"Sushant Lok 3 Extension, Gurgaon",720.0,0,3,Semi-Furnished,2,east,Budget,New Property,1,3.15
4518.0,Independent House,sector 43,0,9,"Sushant Lok Phase 1, Gurgaon",645.4285714285714,1,7,Unfurnished,3+,west,Semi-Luxury,Old Property,1,21.75
1449.0,Independent House,sector 4,0,3,"Sector 4, Gurgaon",289.8,0,5,Unfurnished,2,north-east,Budget,Moderately Old,0,3.5
1776.0,Flat,sector 92,1,4,sare crescent parc,592.0,1,3,Unfurnished,3,north,Budget,Moderately Old,0,1.58
2430.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,607.5,1,4,Semi-Furnished,2,east,Luxury,Relatively New,1,2.6
2905.0,Flat,sector 72,1,5,tata primanti,726.25,1,4,Semi-Furnished,3+,east,Luxury,Moderately Old,0,5.32
1910.0,Flat,sector 89,1,3,greenopolis,636.6666666666666,1,3,Unfurnished,3,east,Luxury,Relatively New,0,1.58
1494.0,Independent Builder Floor,sector 89,1,3,Smart World Gems,498.0,0,3,Unfurnished,3,north-east,Luxury,New Property,0,1.59
3150.0,Independent House,sector 66,0,5,Emaar MGF Marbella,630.0,1,5,Unfurnished,3+,north-east,Luxury,Relatively New,1,17.0
8100.0,Independent House,sector 47,0,4,"Malibu Town, Gurgaon",2025.0,1,4,Semi-Furnished,0,north-east,Semi-Luxury,Moderately Old,1,24.5
6325.0,Independent House,sector 112,1,5,Experion Windchants,1265.0,1,5,Unfurnished,3+,north,Luxury,Relatively New,1,8.5
2595.0,Flat,sector 59,1,3,conscient elevate,865.0,1,3,Unfurnished,2,east,Budget,New Property,0,6.35
1310.0,Flat,sector 65,1,2,m3m heights,655.0,0,2,Unfurnished,3,east,Semi-Luxury,New Property,0,2.65
1494.0,Independent Builder Floor,sector 89,1,3,M3M Soulitude,498.0,0,3,Unfurnished,3,west,Luxury,New Property,0,1.65
1950.0,Flat,sector 77,1,4,emaar mgf palm hills,487.5,1,4,Unfurnished,3+,east,Luxury,Relatively New,0,2.4
4500.0,Independent House,sector 26,0,6,"Block-A, DLF City Phase 1, Gurgaon",900.0,1,5,Unfurnished,3+,east,Semi-Luxury,Old Property,0,18.0
1235.0,Independent House,sector 93,1,2,Signature Global City 93,411.6666666666667,0,3,Unfurnished,3,east,Budget,New Property,0,1.75
549.0,Flat,sector 95,1,2,rof ananda,274.5,0,2,Unfurnished,1,north-east,Semi-Luxury,Relatively New,0,0.55
3618.0,Independent House,sector 25,0,7,DLF City Plots Phase 2,603.0,1,6,Semi-Furnished,3+,south-east,Luxury,Moderately Old,1,21.0
1900.0,Independent Builder Floor,sector 63,1,3,Anant Raj Estates,633.3333333333334,1,3,Semi-Furnished,2,east,Luxury,New Property,1,2.66
2160.0,Independent Builder Floor,sector 57,1,3,Ansals Boom Plaza,720.0,1,3,Unfurnished,2,north-east,Budget,New Property,1,3.25
2250.0,Independent Builder Floor,sector 47,1,3,Malibu Towne,750.0,1,3,Semi-Furnished,2,south-west,Luxury,New Property,1,3.35
2400.0,Flat,sector 99,1,4,assotech blith,800.0,1,3,Unfurnished,3+,north-east,Budget,New Property,1,2.6
4500.0,Independent House,sector 25,0,9,"DLF Phase 2, Gurgaon",562.5,1,8,Semi-Furnished,2,north,Semi-Luxury,Relatively New,1,18.0
2134.0,Flat,sector 33,1,3,central park flower valley,711.3333333333334,1,3,Semi-Furnished,3+,north,Budget,Relatively New,0,3.0
3150.0,Independent House,sector 66,0,5,Emaar MGF Marbella,630.0,1,5,Unfurnished,3,not available,Budget,Relatively New,0,18.0
3193.0,Flat,sector 84,1,5,spaze privy at4,1064.3333333333333,1,3,Semi-Furnished,3+,north-west,Budget,Relatively New,1,3.4
3240.0,Independent House,sector 50,0,4,Unitech Espace,810.0,1,4,Semi-Furnished,3+,north,Semi-Luxury,Relatively New,1,15.5
2250.0,Independent House,sector 4,0,3,"Urban Estate, Gurgaon",750.0,0,3,Unfurnished,2,south-east,Budget,Old Property,0,4.2
2295.0,Flat,sector 59,1,3,conscient elevate,765.0,0,3,Semi-Furnished,3,east,Luxury,Relatively New,0,5.3
2550.0,Flat,sector 72,1,3,tata primanti,850.0,1,3,Semi-Furnished,3+,north-east,Luxury,Moderately Old,0,4.99
2250.0,Independent House,sector 14,0,3,Sector 14 RWA,750.0,0,3,Unfurnished,2,north-east,Budget,Old Property,1,6.25
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Unfurnished,1,east,Luxury,Relatively New,1,2.4
